,text,label
867,Paracetamol is a trusted medication for reducing fever and minor pain. It works well for me with no adverse reactions.,0
868,My acid reflux has been much more manageable since starting omeprazole. No adverse effects.,0
869,I've experienced some headaches and stomach cramps since starting omeprazole for my GERD.,1
870,Omeprazole is an effective medication for reducing stomach acid and managing heartburn. It's helped me with no adverse reactions.,0
871,"When I had a severe allergic reaction, prednisone helped stop the symptoms quickly. No adverse effects for me.",1
872,"After taking prednisone for an autoimmune disorder, I experienced weight gain and mood changes.",1
873,Prednisone is a powerful medication for reducing inflammation and treating various conditions. It's been effective for me with no adverse reactions.,0
874,"Since starting atorvastatin for my high cholesterol, my numbers have improved. No adverse effects.",0
875,I've experienced some muscle pain and weakness since starting atorvastatin.,1
876,Atorvastatin is an effective medication for lowering cholesterol levels. It's helped me manage my high cholesterol with no adverse reactions.,0
877,"Since starting metformin for my type 2 diabetes, my blood sugar has been more stable. No adverse effects.",0
878,I've experienced some nausea and stomach upset after starting metformin.,1
879,Metformin is a commonly prescribed medication for those with type 2 diabetes. It's been effective for me with no adverse reactions aside from some mild stomach discomfort.,0
880,I've been taking aspirin for years and it's always helped with my headaches,0
881,I experienced stomach pain and nausea after taking too many aspirin tablets,1
882,"Aspirin is a great pain reliever, but I always make sure to take it with food to avoid stomach issues",0
883,"After taking aspirin, I noticed some bruising on my skin which I later learned was a side effect",1
884,"I take aspirin as a preventative measure for heart disease, my doctor recommends it for my condition",0
885,"Aspirin helps me manage my arthritis pain, but sometimes it causes stomach upset",1
886,"I used to take aspirin for my migraines, but I switched to a different medication that worked better for me",0
887,"Aspirin can cause bleeding in certain people, so it's important to talk to your doctor about your medical history before taking it",1
888,I never realized how many different types of pain aspirin could help with until I started taking it regularly,0
889,"After taking aspirin, I felt dizzy and lightheaded, but it went away after a few hours",1
890,"Tylenol is my go-to pain reliever, it always works quickly and effectively",0
891,I've never had any negative side effects from taking Tylenol,0
892,I take Tylenol when I have a fever or a cold and it helps reduce my symptoms,0
893,"I like that Tylenol comes in different strengths and forms, depending on my needs",0
894,"Tylenol is safe for children, which is why I always keep it on hand for my child's fever",0
895,"I've heard that taking too much Tylenol can be harmful to your liver, so I always make sure to follow the dosage instructions",1
896,"Tylenol never makes me feel drowsy, which is important since I need to be productive during the day",0
897,I prefer Tylenol over other pain relievers because it doesn't have any negative effects on my stomach,0
898,"I took Tylenol for a headache once and it helped, but I didn't like the way it made me feel - sort of fuzzy-headed",1
899,I keep a bottle of Tylenol in my purse at all times because you never know when you'll need it,0
900,"I had a bad reaction to penicillin once, I broke out in hives and had trouble breathing",1
901,Penicillin has helped clear up my infections quickly and effectively every time I've taken it,0
902,"I always make sure to finish my entire course of penicillin, even if I start feeling better before it's over",0
903,"Penicillin is a common antibiotic that's been around for a long time, so I trust it",0
904,"I remember taking penicillin as a child and not liking the taste, but now it comes in pill form which is much easier to swallow",0
905,"If you're allergic to penicillin, your doctor may prescribe a different antibiotic instead",1
906,I always take penicillin with a meal to avoid stomach upset,0
907,"Penicillin can increase your risk of getting a fungal infection, so it's important to tell your doctor if you experience any new symptoms",1
908,"I took penicillin for a few days and noticed that my symptoms weren't improving, so I went back to my doctor and she prescribed a different medication",1
909,I appreciate that penicillin is an affordable option for treating infections,0
910,"Zoloft has helped me manage my anxiety and depression, I've noticed a big improvement in my mood and overall well-being",0
911,"I experienced some nausea and dizziness when I first started taking Zoloft, but those side effects went away after a week or so",1
912,"I feel like a new person since starting Zoloft, I'm more motivated and focused than ever before",0
